sample_id,dataset_name,audio_path,tab_path,split
dist_vintage_clean_bridge/Stratovarius - Black Diamond (4) - gp3__2 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Stratovarius - Black Diamond (4) - gp3__2 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Stratovarius - Black Diamond (4) - gp3__2 - Distortion Guitar.gp5,train
dist_vintage_clean_neck/Stratovarius - Black Diamond (4) - gp3__2 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Stratovarius - Black Diamond (4) - gp3__2 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Stratovarius - Black Diamond (4) - gp3__2 - Distortion Guitar.gp5,train
dist_stratocaster_clean_bridge/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Def Leppard - Women - gp4__2 - Overdriven Guitar.gp5,train
dist_stratocaster_clean_neck/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Def Leppard - Women - gp4__2 - Overdriven Guitar.gp5,train
dist_vintage_clean_bridge/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Def Leppard - Women - gp4__2 - Overdriven Guitar.gp5,train
dist_vintage_clean_neck/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Def Leppard - Women - gp4__2 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Def Leppard - Women - gp4__2 - Overdriven Guitar.gp5,train
dist_stratocaster_clean_bridge/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar.gp5,train
dist_stratocaster_clean_neck/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar.gp5,train
dist_vintage_clean_bridge/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar.gp5,train
dist_vintage_clean_neck/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Marilyn Manson - Vodevil - gp3__2 - Overdriven Guitar.gp5,train
dist_stratocaster_clean_bridge/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar.gp5,train
dist_stratocaster_clean_neck/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar.gp5,train
dist_vintage_clean_bridge/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar.gp5,train
dist_vintage_clean_neck/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Led Zeppelin - Communication Breakdown (2) - gp4__1 - Overdriven Guitar.gp5,train
clean_stratocaster_clean_bridge/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar.gp5,train
clean_stratocaster_clean_neck/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar.gp5,train
clean_vintage_clean_bridge/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar.gp5,train
clean_vintage_clean_neck/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Sublime - Seed (2) - gp4__2 - Electric Clean Guitar.gp5,train
dist_stratocaster_clean_bridge/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Pantera - I Am The Night - gp5__1 - Distortion Guitar.gp5,train
dist_stratocaster_clean_neck/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Pantera - I Am The Night - gp5__1 - Distortion Guitar.gp5,train
dist_vintage_clean_bridge/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Pantera - I Am The Night - gp5__1 - Distortion Guitar.gp5,train
dist_vintage_clean_neck/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Pantera - I Am The Night - gp5__1 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Pantera - I Am The Night - gp5__1 - Distortion Guitar.gp5,train
clean_stratocaster_clean_bridge/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar.gp5,train
clean_stratocaster_clean_neck/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar.gp5,train
clean_vintage_clean_bridge/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar.gp5,train
clean_vintage_clean_neck/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Southern Riverside Band - Guitar Melody - gp4__1 - Electric Clean Guitar.gp5,train
dist_stratocaster_clean_bridge/Exylius - Come On - gp4__2 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Exylius - Come On - gp4__2 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Exylius - Come On - gp4__2 - Distortion Guitar.gp5,train
dist_stratocaster_clean_neck/Exylius - Come On - gp4__2 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Exylius - Come On - gp4__2 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Exylius - Come On - gp4__2 - Distortion Guitar.gp5,train
dist_vintage_clean_bridge/Exylius - Come On - gp4__2 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Exylius - Come On - gp4__2 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Exylius - Come On - gp4__2 - Distortion Guitar.gp5,train
dist_vintage_clean_neck/Exylius - Come On - gp4__2 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Exylius - Come On - gp4__2 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Exylius - Come On - gp4__2 - Distortion Guitar.gp5,train
"dist_stratocaster_clean_bridge/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere",SynthTab,"/gpfs/scratch/acw644/SynthTab/dist_stratocaster_clean_bridge/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac","/data/home/acw644/dadaGP-dataset/singletracks/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar.gp5",train
"dist_stratocaster_clean_neck/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere",SynthTab,"/gpfs/scratch/acw644/SynthTab/dist_stratocaster_clean_neck/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac","/data/home/acw644/dadaGP-dataset/singletracks/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar.gp5",train
"dist_vintage_clean_bridge/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo",SynthTab,"/gpfs/scratch/acw644/SynthTab/dist_vintage_clean_bridge/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac","/data/home/acw644/dadaGP-dataset/singletracks/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar.gp5",train
"dist_vintage_clean_neck/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo",SynthTab,"/gpfs/scratch/acw644/SynthTab/dist_vintage_clean_neck/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo.flac","/data/home/acw644/dadaGP-dataset/singletracks/Friedman, Marty - Rock Box (3) - gp3__1 - Distortion Guitar.gp5",train
clean_stratocaster_clean_bridge/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar.gp5,train
clean_stratocaster_clean_neck/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar.gp5,train
clean_vintage_clean_bridge/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar.gp5,train
clean_vintage_clean_neck/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Status Quo - 4500 Times - gp3__1 - Electric Clean Guitar.gp5,train
clean_stratocaster_clean_bridge/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar.gp5,train
clean_stratocaster_clean_neck/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar.gp5,train
clean_vintage_clean_bridge/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar.gp5,train
clean_vintage_clean_neck/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/B'Z - Bluesy Na Asa - gp4__3 - Electric Jazz Guitar.gp5,train
dist_stratocaster_clean_bridge/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar.gp5,train
dist_stratocaster_clean_neck/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar.gp5,train
dist_vintage_clean_bridge/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar.gp5,train
dist_vintage_clean_neck/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Stone Roses (The) - Made Of Stone - gp4__3 - Overdriven Guitar.gp5,train
clean_stratocaster_clean_bridge/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar.gp5,train
clean_stratocaster_clean_neck/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar.gp5,train
clean_vintage_clean_bridge/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar.gp5,train
clean_vintage_clean_neck/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Led Zeppelin - The Crunge - gp4__1 - Electric Clean Guitar.gp5,train
dist_stratocaster_clean_bridge/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar.gp5,train
dist_stratocaster_clean_neck/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar.gp5,train
dist_vintage_clean_bridge/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar.gp5,train
dist_vintage_clean_neck/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/311 - Beautiful Disaster (3) - gp4__4 - Distortion Guitar.gp5,train
clean_stratocaster_clean_bridge/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar.gp5,train
clean_stratocaster_clean_neck/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar.gp5,train
clean_vintage_clean_bridge/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar.gp5,train
clean_vintage_clean_neck/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Deep Purple - Holy Man - gp4__1 - Electric Jazz Guitar.gp5,train
clean_stratocaster_clean_bridge/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar.gp5,train
clean_stratocaster_clean_neck/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_neck/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar.gp5,train
clean_vintage_clean_bridge/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_bridge/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar.gp5,train
clean_vintage_clean_neck/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/clean_vintage_clean_neck/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Romantics (The) - Talking In Your Sleep - gp4__5 - Electric Clean Guitar.gp5,train
dist_stratocaster_clean_bridge/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_bridge/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Therapy - Skyward - gp3__2 - Distortion Guitar.gp5,train
dist_stratocaster_clean_neck/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere,SynthTab,SynthTab/dist_stratocaster_clean_neck/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/stratocaster_clean_neck_nonoise_stere.flac,dadaGP-dataset/singletracks/Therapy - Skyward - gp3__2 - Distortion Guitar.gp5,train
dist_vintage_clean_bridge/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_bridge/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/vintage_clean_bridge_nonoise_stereo.flac,dadaGP-dataset/singletracks/Therapy - Skyward - gp3__2 - Distortion Guitar.gp5,train
dist_vintage_clean_neck/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo,SynthTab,SynthTab/dist_vintage_clean_neck/Therapy - Skyward - gp3__2 - Distortion Guitar__midi/vintage_clean_neck_nonoise_stereo.flac,dadaGP-dataset/singletracks/Therapy - Skyward - gp3__2 - Distortion Guitar.gp5,train
clean_stratocaster_clean_bridge/Doors (The) - People Are Strange (4) - gp4__1 - Electric Jazz Guitar__midi/stratocaster_clean_bridge_nonoise_stere,SynthTab,SynthTab/clean_stratocaster_clean_bridge/Doors (The) - People Are Strange (4) - gp4__1 - Electric Jazz Guitar__midi/stratocaster_clean_bridge_nonoise_stere.flac,dadaGP-dataset/singletracks/Doors (The) - People Are Strange (4) - gp4__1 - Electric Jazz Guitar.gp5,train
